question,answer_llm,answer_orig,document
Should I ever put hosted-service credentials or API keys in the repo for the review?,"No. Never put hosted-service credentials or API keys in the repo, even for review.

Use your README and reproducibility steps so the reviewer can clone the repo and run it with their own credentials. Include a `.env.example` with variable names only, keep `.env` in `.gitignore`, and let reviewers create their own keys.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How can I let someone clone the project and rebuild the search index from scratch on their own?,"Provide a script or notebook that ingests the dataset and rebuilds the search index locally, and include setup instructions so they can use their own credentials.

Concretely:
- ship a script/notebook that (re)builds the index from scratch
- include a `.env.example` with variable names only, no secrets
- tell them to create their own `.env` and keep it in `.gitignore`
- pin dependency versions and document the Python version

Reproducibility means someone can clone the repo and recreate the system from scratch using their own keys, not yours.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"What should go into the .env.example file, and where should the real .env be kept?","Put only the **variable names** in `.env.example`, with **no real values**.

Example:

```env
OPENAI_API_KEY=
GROQ_API_KEY=
GEMINI_API_KEY=
```

The real `.env` file should be kept **locally in the project root** and **added to `.gitignore`** so it is never committed to GitHub.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
What do I need to pin or document so the project can be run again later without issues?,"Pin dependency versions and document the environment so the project can be recreated later without issues.

Specifically, you should:

- pin package versions in `requirements.txt` or a `pyproject.toml` lock file
- document the Python version
- document the Docker version if you use Docker
- provide a script or notebook to rebuild the dataset/search index locally
- include a `.env.example` with variable names only, and keep real `.env` files out of git

","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Is it okay to do the homework and capstone in JavaScript or another non-Python language, or should I stick to Python?","In most cases, you should stick to Python.

The course materials, examples, and reviewer expectations are Python-based, and that applies to every homework and the final/capstone project. Using JavaScript or another non-Python stack is technically possible, but only if you have a strong reason.

If you do use another language, make sure your documentation is very thorough so the reviewer can reproduce it easily on Windows, macOS, and Linux.

","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"If I build my project with Go, Rust, Java, or something else instead of Python, will that be accepted?","Yes, but only if you have a strong reason.

Python is the default and easiest choice because the course materials and reviewer expectations are Python-based. If you use Go, Rust, Java, or another stack, your project must still be easy to reproduce and review, with very thorough documentation showing how to install dependencies and run it on Windows, macOS, and Linux.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Why does the course seem to prefer Python for every assignment and the final project?,"Because the course materials, examples, and reviewer expectations are all Python-based. Python is the easiest path for both homework and the final project.

You can use another language, but only if you have a strong reason, since non-Python stacks make reproducibility and review harder. If you do, your documentation has to be very thorough so reviewers can install and run it easily on Windows, macOS, and Linux.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
What kind of setup instructions do I need to include if I submit a project in a language other than Python?,"If you submit a project in a language other than Python, your README should be very thorough and include:

- how to install dependencies
- how to run the project on **Windows, macOS, and Linux**

The setup instructions should be detailed enough that a reviewer with no knowledge of that language or ecosystem can reproduce and evaluate the project easily.

Example for Go:
```bash
go mod tidy
go run .
```

I don't know.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"If I use a non-Python stack, what should I put in the README so the reviewer can run it on Windows, macOS, and Linux?","Your README should include:

- the exact steps to install dependencies
- how to run the project
- instructions for **Windows, macOS, and Linux**
- enough detail that a reviewer who does **not** know your stack can reproduce it
- any needed scripts or commands to rebuild the data/index locally
- a `.env.example` if credentials are needed, but **no API keys**

For example, for a Go project, the README should be at the level of:

```bash
go mod tidy
go run .
```

The goal is that the reviewer can clone the repo and follow the README to run it on their OS.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Where do I look to see past LLM Zoomcamp capstone project submissions?,"You can browse past LLM Zoomcamp capstone project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Is there a page with older LLM Zoomcamp projects I can browse for ideas?,"Yes — you can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages include submitted repositories and are useful for seeing the expected scope and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Can I check previous student project repos for the LLM Zoomcamp capstone somewhere?,"Yes — you can browse previous LLM Zoomcamp capstone project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages include submitted repositories and are useful for understanding the expected scope and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Do you have links to the 2024 and 2025 LLM Zoomcamp project examples?,"Yes — here are the links to previous LLM Zoomcamp project examples:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
How can I find out what kind of scope and quality the capstone projects usually have?,"You can look at previous LLM Zoomcamp project submissions to get a sense of the usual scope and quality:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages contain submitted repositories and should help you understand what is typically expected for capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
"Do I need to reserve my capstone project idea before I start, or can I just begin working on it?",No. You do not need to announce or reserve your project idea before starting — you can just begin working on it.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Is there any step to announce my project topic ahead of time for the capstone?,"No. You do not need to announce or reserve your capstone project idea before starting. If you want feedback, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"Can I ask in Slack if I want feedback on my project idea, or is that not necessary?","Yes — if you want feedback on your project idea, you can ask in Slack. It’s not necessary to announce or reserve your idea before starting.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"Is it okay if my capstone topic is similar to a past project, as long as I build it myself?",Yes — similar topics are okay as long as your implementation is your own and your submission meets the project requirements.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Where can I look at examples of previous LLM Zoomcamp projects to get a sense of the scope?,"You can look at previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These examples can help you understand the expected scope and quality of capstone projects.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Can I build my capstone as a Telegram or WhatsApp bot instead of a website?,"Yes — you can build your capstone as a Telegram or WhatsApp bot instead of a website.

The course allows any user interface for the project, including:
- a web app
- a CLI
- a Telegram or WhatsApp bot
- a Slack app
- a notebook
- or anything else

There are no strict rules about how the project is made available to the end user, as long as it meets the evaluation criteria. Note that the course does not teach how to build those interfaces, so you’d need to figure that part out yourself.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Is a web app required for the project, or can I use something like a CLI or Slack app?","No, a web app is not required. You can use any interface for the project, such as a CLI, Slack app, Telegram/WhatsApp bot, notebook, or something else that fits your idea.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Do I have to follow a specific interface format for the capstone, or can I choose whatever works best?","You can choose whatever interface works best for your capstone. There are no strict guidelines on the interface format — it can be a web app, CLI, Telegram/WhatsApp bot, Slack app, notebook, or anything else, as long as it fits your idea and meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Will the course show how to create Telegram, WhatsApp, or other user interfaces for the project?","Yes. The course says you can use any interface for the project, including Telegram or WhatsApp bots, but it also notes that the course does **not** teach how to build those interfaces, so you’d need to implement that part yourself.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"If I use a different interface for the project, is that okay as long as it still meets the evaluation rules?","Yes. You can use any interface for the project, as long as it still meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
What’s the best tool to pull text out of PDFs for a RAG project?,"The course doesn’t prescribe one best tool. Use whatever works best for your PDFs and data.

Common options people use are:

- **docling** — great for converting PDFs to structured Markdown/JSON for RAG
- **pymupdf4llm / PyMuPDF** — fast text extraction with Markdown output
- **unstructured** — good for many document types and layouts
- **pytesseract (Tesseract OCR)** — for scanned/image-based PDFs with no text layer
- **Hosted OCR** like **Mistral OCR** — if you prefer an API over local OCR

Best approach: try a couple on a sample of your documents and pick the one that gives the cleanest text.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"If my PDFs are scanned and don’t have a text layer, what should I use for OCR?","For scanned PDFs with no text layer, use **pytesseract (Tesseract OCR)**.

If you’d rather not run OCR locally, you can also use a **hosted OCR service** like **Mistral OCR**.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"Should I use docling, PyMuPDF, or unstructured for document extraction in the capstone?","You can use **whatever works best for your data** — the course does **not** prescribe a specific extraction tool for the capstone.

Good options mentioned in the context are:

- **docling** — good for converting PDFs and other docs into structured Markdown/JSON
- **PyMuPDF / pymupdf4llm** — fast text extraction, Markdown output
- **unstructured** — handles many document types and layouts
- **pytesseract** or hosted OCR like **Mistral OCR** — better for scanned/image-based PDFs with no text layer

A good approach is to **try a couple on a sample of your documents** and choose the one that gives the cleanest text for your RAG pipeline.

","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
Is there a recommended library for turning PDFs into Markdown or JSON for RAG?,"Yes — the context suggests a few good options, especially:

- **Docling** — converts PDFs to structured **Markdown/JSON** and is a strong choice for RAG.
- **pymupdf4llm / PyMuPDF** — fast and good for **Markdown** output.
- **unstructured** — useful if you need broad document/layout support.

For scanned PDFs, you’d typically need OCR first, e.g. **pytesseract** or a hosted OCR service like **Mistral OCR**.

So if you want a practical recommendation: **Docling** is probably the best match for “PDFs into Markdown or JSON for RAG” from the options in the context.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"Do I have to follow a specific extractor in the course, or can I choose whatever works on my files?",I don't know.,"The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"Can I use the workshop stuff in my own capstone project, or is that not allowed?","Yes — you can use the workshop content in your own capstone project. The context says that because dlt is open-source, you can use the workshop materials directly in a capstone project and even in other Zoomcamp projects.

","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Is it okay to reuse the dlt workshop content for another project outside this workshop?,"Yes — it’s okay to reuse the dlt workshop content for another project outside this workshop. The context says you can use it for your own projects, including capstone projects and even other Zoomcamps.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Could I apply what I learned here to an MLOps Zoomcamp project too?,I don't know.,"Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Since dlt is open source, does that mean I can use it directly in my projects?","Yes — since dlt is open source, you can use it directly in your projects. The workshop context even says you’re welcome to use it in your own projects and ask questions if needed.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"If I have questions while using the workshop materials in my own work, can I ask about that?",Yes — feel free to ask questions if you’re using the workshop materials in your own work.,"Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
How do I create a new dlt project for loading files from cloud storage?,"Start with this command on the command line:

```bash
dlt init filesystem duckdb
```

More directions are available at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem).","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
What command should I run to initialize a dlt project with filesystem and DuckDB?,"Run:

```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
How do I start a fresh dlt setup for a cloud data load?,"Start a new dlt project with:

```bash
dlt init filesystem duckdb
```

This is the recommended setup for loading from cloud.","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
Is there a dlt init command I can use to begin a filesystem to DuckDB pipeline?,"Yes — you can start a filesystem to DuckDB pipeline with:

```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
Where should I look for the setup steps after running dlt init filesystem duckdb?,More directions can be found at [dlthub.com/docs/tutorial/filesystem](https://dlthub.com/docs/tutorial/filesystem).,"Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
"Why am I getting `Table notion_pages___homework does not exist` when I try `db.open_table(""notion_pages___homework"")`?","You’re likely still using `employee_handbook` somewhere in your pipeline settings instead of `homework`.

The context says this error happens when **not all instances of `""employee_handbook""` were changed to `""homework""`**.

So check your pipeline config and make sure the table name is consistently set to:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If you want to verify what tables actually exist, you can also use:

```python
db.table_names()
```

","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"What does it usually mean if the notebook says I need to call `db.create_table(notion_pages___homework, data)` first?","It usually means the notebook/pipeline is still pointing to the wrong table name or has inconsistent settings — for example, not all instances of `employee_handbook` were changed to `homework`.

In this context, the fix is to make sure you open the correct table:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If you want, I can help you check where the old table name might still be used.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"I renamed the table to `homework`, but the pipeline still fails opening `notion_pages___homework` — what am I missing?","You’re probably only renaming the table in one place.

The context says the error usually means you **didn’t change all instances of `employee_handbook` to `homework` in your pipeline settings**. So even if you renamed the table itself, some code/config is still trying to open:

```python
db.open_table(""notion_pages___homework"")
```

Make sure every reference in the pipeline points to the new name, not just the table definition. If you want, I can help you spot the exact line(s) to update.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
Could this error be caused by leftover `employee_handbook` names somewhere in my dlt pipeline config?,"Yes — the error could be caused by leftover `employee_handbook` names somewhere in your dlt pipeline config. The context says the issue indicates you have not changed all instances of `""employee_handbook""` to `""homework""` in your pipeline settings.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
Where should I check if some `employee_handbook` references were not changed to `homework`?,"Check your **pipeline settings** and make sure every instance of `""employee_handbook""` was changed to `""homework""`.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
Why am I getting FileNotFoundError: Table notion_pages___homework does not exist when I run main()?,"You’re likely still using `employee_handbook` in part of your pipeline configuration. The error means the table name was not fully changed to `homework`.

Make sure all instances of `employee_handbook` are replaced with `homework`, including the table you open, for example:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If it still fails, check your pipeline settings for any remaining `employee_handbook` references.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
